Order_ID,Order_Date,Ship_Date,Customer_ID,Product_ID,Store_ID,Channel,Courier,Payment_Method,Qty,Unit_Price,Discount_Rate,Delivery_Status
TRX-00457,2023-02-19,2023-02-19,CUST-023,PRD-HOME-004,STR-09,Offline Store,Store Pickup,Credit Card,6,350000,0.05,On-Time
TRX-00348,2023-02-21,2023-02-23,CUST-037,PRD-FNB-004,STR-15,Shopee,JNE,BCA Virtual Account,1,170000,0.0,On-Time
TRX-00386,2023-02-21,2023-02-22,CUST-023,PRD-FNB-004,STR-01,Shopee,JNE,Cash,2,170000,0.1,On-Time
TRX-00397,2023-02-22,2023-02-22,CUST-052,PRD-HOME-002,STR-13,Offline Store,Store Pickup,Credit Card,1,195000,0.0,On-Time
TRX-00382,2023-02-23,2023-02-25,CUST-066,PRD-BEAU-006,STR-15,Official Website,SiCepat,Cash,2,95000,0.0,On-Time
TRX-00022,2023-02-24,2023-02-26,CUST-056,PRD-FASH-006,STR-15,Shopee,J&T Express,QRIS,7,450000,0.1,On-Time
TRX-00463,2023-02-24,2023-02-24,CUST-020,PRD-HOME-002,STR-07,Offline Store,Store Pickup,Credit Card,2,195000,0.0,On-Time
TRX-00085,2023-02-25,2023-02-26,CUST-063,PRD-BEAU-005,STR-01,Tokopedia,J&T Express,QRIS,3,125000,0.0,On-Time
TRX-00332,2023-02-25,2023-02-28,CUST-093,PRD-ELEC-001,STR-15,Shopee,JNE,GoPay,1,750000,0.0,On-Time
TRX-00551,2023-02-25,2023-02-26,CUST-003,PRD-FASH-004,STR-15,Tokopedia,Instant Courier,GoPay,3,160000,0.05,On-Time
TRX-00546,2023-02-27,2023-02-27,CUST-095,PRD-ELEC-002,STR-14,Offline Store,Store Pickup,Cash,3,550000,0.15,On-Time
TRX-00625,2023-02-27,2023-03-01,CUST-075,PRD-HOME-004,STR-15,Official Website,AnterAja,GoPay,4,350000,0.0,On-Time
TRX-00087,2023-02-28,2023-02-28,CUST-084,PRD-BEAU-003,STR-07,Offline Store,Store Pickup,ShopeePay,3,85000,0.05,On-Time
TRX-00423,2023-02-28,2023-03-02,CUST-086,PRD-FASH-006,STR-01,TikTok Shop,Instant Courier,GoPay,1,450000,0.15,On-Time
TRX-00601,2023-02-28,2023-03-04,CUST-002,PRD-BEAU-002,STR-15,Shopee,J&T Express,Cash,1,110000,0.0,Late Delivery
TRX-00074,2023-03-01,2023-03-05,CUST-013,PRD-FASH-002,STR-01,Shopee,SiCepat,ShopeePay,3,270000,0.0,Late Delivery
TRX-00339,2023-03-01,2023-03-02,CUST-040,PRD-FNB-002,STR-15,TikTok Shop,JNE,ShopeePay,1,90000,0.0,On-Time
TRX-00635,2023-03-01,2023-03-02,CUST-007,PRD-ELEC-006,STR-11,Shopee,AnterAja,QRIS,1,490000,0.0,On-Time
TRX-00369,2023-03-02,2023-03-02,CUST-061,PRD-ELEC-002,STR-02,Offline Store,Store Pickup,ShopeePay,3,550000,0.05,On-Time
TRX-00458,2023-03-02,2023-03-04,CUST-012,PRD-HOME-004,STR-15,Shopee,AnterAja,ShopeePay,2,350000,0.15,On-Time
TRX-00586,2023-03-02,2023-03-02,CUST-004,PRD-HOME-003,STR-13,Offline Store,Store Pickup,Credit Card,2,260000,0.0,On-Time
TRX-00418,2023-03-03,2023-03-04,CUST-049,PRD-ELEC-002,STR-15,Tokopedia,J&T Express,QRIS,1,550000,0.05,On-Time
TRX-00324,2023-03-08,2023-03-08,CUST-044,PRD-BEAU-005,STR-01,Offline Store,Store Pickup,BCA Virtual Account,1,125000,0.1,On-Time
TRX-00391,2023-03-08,2023-03-09,CUST-062,PRD-FNB-006,STR-15,Shopee,SiCepat,Cash,1,80000,0.1,On-Time
TRX-00542,2023-03-08,2023-03-13,CUST-098,PRD-ELEC-005,STR-15,Shopee,SiCepat,Credit Card,1,320000,0.0,Late Delivery
TRX-00067,2023-03-09,2023-03-14,CUST-012,PRD-FNB-006,STR-15,Tokopedia,JNE,Credit Card,1,80000,0.05,Late Delivery
TRX-00409,2023-03-09,2023-03-11,CUST-091,PRD-BEAU-003,STR-01,Shopee,SiCepat,Credit Card,4,85000,0.0,On-Time
TRX-00541,2023-03-09,2023-03-10,CUST-044,PRD-ELEC-003,STR-15,Shopee,JNE,QRIS,1,280000,0.05,On-Time
TRX-00279,2023-03-10,2023-03-11,CUST-083,PRD-BEAU-004,STR-01,TikTok Shop,J&T Express,Mandiri Virtual Account,3,160000,0.0,On-Time
TRX-00404,2023-03-10,2023-03-10,CUST-064,PRD-ELEC-001,STR-14,Offline Store,Store Pickup,Credit Card,1,750000,0.0,On-Time
TRX-00502,2023-03-11,2023-03-11,CUST-045,PRD-FASH-004,STR-13,Offline Store,Store Pickup,ShopeePay,1,160000,0.0,On-Time
TRX-00558,2023-03-11,2023-03-11,CUST-056,PRD-FNB-006,STR-03,Offline Store,Store Pickup,GoPay,8,80000,0.0,On-Time
TRX-00622,2023-03-11,2023-03-12,CUST-011,PRD-ELEC-005,STR-04,Shopee,SiCepat,Mandiri Virtual Account,2,320000,0.0,On-Time
TRX-00316,2023-03-12,2023-03-13,CUST-054,PRD-FASH-001,STR-11,Tokopedia,JNE,ShopeePay,2,240000,0.1,On-Time
TRX-00126,2023-03-13,2023-03-13,CUST-098,PRD-BEAU-005,STR-01,Offline Store,Store Pickup,GoPay,1,125000,0.05,On-Time
TRX-00250,2023-03-14,2023-03-16,CUST-045,PRD-FASH-004,STR-15,Shopee,J&T Express,ShopeePay,1,160000,0.1,On-Time
TRX-00055,2023-03-15,2023-03-17,CUST-053,PRD-FNB-004,STR-11,Shopee,JNE,QRIS,2,170000,0.0,On-Time
TRX-00325,2023-03-17,2023-03-17,CUST-076,PRD-BEAU-005,STR-14,Offline Store,Store Pickup,GoPay,3,125000,0.1,On-Time
TRX-00207,2023-03-18,2023-03-19,CUST-039,PRD-HOME-001,STR-15,Tokopedia,AnterAja,ShopeePay,1,220000,0.0,On-Time
TRX-00443,2023-03-18,2023-03-20,CUST-047,PRD-HOME-001,STR-15,Official Website,JNE,ShopeePay,1,220000,0.1,On-Time
TRX-00632,2023-03-19,2023-03-21,CUST-085,PRD-HOME-003,STR-15,Official Website,J&T Express,BCA Virtual Account,1,260000,0.0,On-Time
TRX-00153,2023-03-20,2023-03-23,CUST-022,PRD-BEAU-004,STR-11,Shopee,J&T Express,BCA Virtual Account,2,160000,0.15,On-Time
TRX-00244,2023-03-20,2023-03-20,CUST-092,PRD-HOME-002,STR-08,Offline Store,Store Pickup,Credit Card,2,195000,0.0,On-Time
TRX-00621,2023-03-20,2023-03-21,CUST-037,PRD-FNB-004,STR-15,Tokopedia,SiCepat,ShopeePay,2,170000,0.0,On-Time
TRX-00288,2023-03-21,2023-03-21,CUST-069,PRD-FASH-005,STR-11,Offline Store,Store Pickup,QRIS,1,320000,0.05,On-Time
TRX-00419,2023-03-21,2023-03-22,CUST-006,PRD-ELEC-005,STR-01,Official Website,AnterAja,Cash,3,320000,0.05,On-Time
TRX-00097,2023-03-22,2023-03-23,CUST-097,PRD-BEAU-002,STR-15,Shopee,SiCepat,Mandiri Virtual Account,1,110000,0.0,On-Time
TRX-00274,2023-03-22,2023-03-24,CUST-057,PRD-HOME-003,STR-01,Tokopedia,J&T Express,Mandiri Virtual Account,1,260000,0.15,On-Time
TRX-00336,2023-03-22,2023-03-24,CUST-007,PRD-ELEC-004,STR-15,Shopee,AnterAja,QRIS,1,1100000,0.2,On-Time
TRX-00494,2023-03-24,2023-03-27,CUST-044,PRD-FASH-002,STR-01,Official Website,JNE,Cash,1,270000,0.05,On-Time
TRX-00019,2023-03-25,2023-03-29,CUST-040,PRD-ELEC-004,STR-11,TikTok Shop,JNE,Mandiri Virtual Account,1,1100000,0.15,Late Delivery
TRX-00489,2023-03-25,2023-03-26,CUST-008,PRD-FASH-001,STR-15,TikTok Shop,JNE,Credit Card,2,240000,0.0,On-Time
TRX-00445,2023-03-26,2023-03-27,CUST-097,PRD-HOME-005,STR-15,TikTok Shop,AnterAja,QRIS,1,290000,0.0,On-Time
TRX-00344,2023-03-27,2023-03-30,CUST-028,PRD-FNB-002,STR-01,Tokopedia,J&T Express,Mandiri Virtual Account,1,90000,0.0,On-Time
TRX-00529,2023-03-27,2023-03-28,CUST-024,PRD-HOME-006,STR-11,Tokopedia,JNE,GoPay,1,175000,0.0,On-Time
TRX-00629,2023-03-27,2023-03-28,CUST-005,PRD-BEAU-005,STR-15,Official Website,J&T Express,Mandiri Virtual Account,3,125000,0.05,On-Time
TRX-00349,2023-03-30,2023-03-31,CUST-036,PRD-HOME-001,STR-15,TikTok Shop,AnterAja,Mandiri Virtual Account,1,220000,0.05,On-Time
TRX-00536,2023-03-30,2023-03-30,CUST-063,PRD-FNB-003,STR-02,Offline Store,Store Pickup,Credit Card,3,115000,0.05,On-Time
TRX-00620,2023-03-30,2023-03-30,CUST-061,PRD-ELEC-005,STR-14,Offline Store,Store Pickup,ShopeePay,1,320000,0.0,On-Time
TRX-00081,2023-03-31,2023-04-01,CUST-015,PRD-BEAU-004,STR-04,Shopee,SiCepat,GoPay,3,160000,0.0,On-Time
TRX-00523,2023-04-02,2023-04-03,CUST-005,PRD-FASH-001,STR-01,Tokopedia,JNE,Credit Card,1,240000,0.0,On-Time
TRX-00095,2023-04-03,2023-04-05,CUST-019,PRD-BEAU-001,STR-11,Official Website,J&T Express,ShopeePay,2,135000,0.0,On-Time
TRX-00138,2023-04-03,2023-04-04,CUST-070,PRD-FASH-004,STR-15,TikTok Shop,SiCepat,QRIS,1,160000,0.0,On-Time
TRX-00025,2023-04-04,2023-04-06,CUST-063,PRD-FASH-001,STR-15,Tokopedia,AnterAja,Credit Card,1,240000,0.0,On-Time
TRX-00134,2023-04-04,2023-04-07,CUST-018,PRD-ELEC-003,STR-15,Tokopedia,SiCepat,GoPay,2,280000,0.15,On-Time
TRX-00482,2023-04-04,2023-04-05,CUST-098,PRD-FNB-006,STR-15,Official Website,JNE,Credit Card,1,80000,0.0,On-Time
TRX-00561,2023-04-05,2023-04-06,CUST-004,PRD-FNB-001,STR-01,TikTok Shop,SiCepat,BCA Virtual Account,4,125000,0.05,On-Time
TRX-00130,2023-04-06,2023-04-11,CUST-086,PRD-BEAU-004,STR-15,Tokopedia,JNE,Credit Card,1,160000,0.2,Late Delivery
TRX-00137,2023-04-06,2023-04-07,CUST-064,PRD-BEAU-005,STR-06,Shopee,SiCepat,Credit Card,1,125000,0.15,On-Time
TRX-00507,2023-04-07,2023-04-08,CUST-042,PRD-ELEC-001,STR-11,Tokopedia,J&T Express,ShopeePay,1,750000,0.15,On-Time
TRX-00026,2023-04-08,2023-04-09,CUST-011,PRD-FASH-002,STR-01,Official Website,SiCepat,Cash,2,270000,0.0,On-Time
TRX-00160,2023-04-08,2023-04-12,CUST-098,PRD-ELEC-006,STR-15,Shopee,J&T Express,Credit Card,1,490000,0.0,Late Delivery
TRX-00185,2023-04-09,2023-04-11,CUST-015,PRD-FASH-005,STR-15,Tokopedia,SiCepat,Credit Card,1,320000,0.0,On-Time
TRX-00510,2023-04-09,2023-04-09,CUST-033,PRD-FNB-003,STR-12,Offline Store,Store Pickup,Mandiri Virtual Account,1,115000,0.0,On-Time
TRX-00004,2023-04-10,2023-04-13,CUST-092,PRD-BEAU-005,STR-01,Tokopedia,AnterAja,BCA Virtual Account,1,125000,0.0,On-Time
TRX-00030,2023-04-10,2023-04-11,CUST-038,PRD-FASH-002,STR-15,Official Website,J&T Express,GoPay,1,270000,0.0,On-Time
TRX-00370,2023-04-10,2023-04-11,CUST-065,PRD-ELEC-004,STR-15,Tokopedia,AnterAja,Mandiri Virtual Account,3,1100000,0.0,On-Time
TRX-00152,2023-04-11,2023-04-13,CUST-082,PRD-HOME-006,STR-15,TikTok Shop,SiCepat,Credit Card,1,175000,0.05,On-Time
TRX-00441,2023-04-11,2023-04-12,CUST-034,PRD-BEAU-006,STR-15,Tokopedia,JNE,Credit Card,3,95000,0.0,On-Time
TRX-00003,2023-04-12,2023-04-15,CUST-019,PRD-ELEC-001,STR-04,TikTok Shop,JNE,Credit Card,1,750000,0.2,On-Time
TRX-00165,2023-04-12,2023-04-14,CUST-078,PRD-HOME-005,STR-04,Tokopedia,AnterAja,Mandiri Virtual Account,1,290000,0.0,On-Time
TRX-00312,2023-04-12,2023-04-12,CUST-083,PRD-HOME-003,STR-14,Offline Store,Store Pickup,Cash,8,260000,0.0,On-Time
TRX-00242,2023-04-13,2023-04-14,CUST-076,PRD-HOME-006,STR-04,Tokopedia,AnterAja,Cash,1,175000,0.1,On-Time
TRX-00193,2023-04-14,2023-04-16,CUST-074,PRD-HOME-006,STR-15,Shopee,J&T Express,BCA Virtual Account,1,175000,0.0,On-Time
TRX-00212,2023-04-15,2023-04-16,CUST-051,PRD-FNB-006,STR-15,Official Website,JNE,GoPay,3,80000,0.05,On-Time
TRX-00079,2023-04-16,2023-04-18,CUST-009,PRD-FNB-003,STR-06,TikTok Shop,J&T Express,Cash,8,115000,0.05,On-Time
TRX-00598,2023-04-16,2023-04-18,CUST-093,PRD-ELEC-002,STR-15,Shopee,AnterAja,Credit Card,1,550000,0.05,On-Time
TRX-00452,2023-04-18,2023-04-19,CUST-076,PRD-ELEC-006,STR-15,Tokopedia,SiCepat,Credit Card,2,490000,0.0,On-Time
TRX-00583,2023-04-18,2023-04-20,CUST-079,PRD-ELEC-002,STR-11,TikTok Shop,JNE,Cash,1,550000,0.05,On-Time
TRX-00600,2023-04-18,2023-04-19,CUST-042,PRD-FASH-001,STR-15,Shopee,J&T Express,GoPay,1,240000,0.0,On-Time
TRX-00533,2023-04-20,2023-04-20,CUST-041,PRD-ELEC-001,STR-09,Offline Store,Store Pickup,Credit Card,2,750000,0.15,On-Time
TRX-00127,2023-04-21,2023-04-22,CUST-020,PRD-HOME-006,STR-04,Shopee,J&T Express,Mandiri Virtual Account,3,175000,0.05,On-Time
TRX-00318,2023-04-23,2023-04-23,CUST-004,PRD-FNB-005,STR-08,Offline Store,Store Pickup,Credit Card,2,140000,0.0,On-Time
TRX-00358,2023-04-24,2023-04-28,CUST-083,PRD-FASH-002,STR-15,TikTok Shop,AnterAja,QRIS,7,270000,0.0,Late Delivery
TRX-00435,2023-04-24,2023-04-26,CUST-079,PRD-FNB-003,STR-15,TikTok Shop,J&T Express,Credit Card,1,115000,0.0,On-Time
