Trx_ID;Order_Date;Cust_ID_Raw;Raw_SKU;Qty;Voucher_Code;Service_Key;Ship_Date;Delivery_Date;Sales_Rep;Channel;Payment_Method
TRX-2024-0064;07/05/2024; CUST-004 ;PRD-FASH-001;3;DISC20MAX30K;SISEPAT-BEST;08/05/2024;09/05/2024;SR-105;Website;PayLater
TRX-2024-0065;10/05/2024;CUST-004;PRD-HOME-003;5;-;JNT-EXP;11/05/2024;13/05/2024;SR-102;TikTok Shop;COD
TRX-2024-0066;12/05/2024;CUST-004;PRD-FASH-002-2024;3;-;JNE-REG;15/05/2024;17/05/2024;SR-105;Website;COD
TRX-2024-0067;14/05/2024;CUST-006;PRD-HOME-003;3;DISC20MAX30K;JNT-EXP;17/05/2024;23/05/2024;SR-102;Tokopedia;E-Wallet
TRX-2024-0068;16/05/2024; CUST-003 ;NEW-PRD-ELEC-004;4;DISC20MAX30K;JNT-EXP;17/05/2024;19/05/2024;SR-105;Offline Store;PayLater
TRX-2024-0069;17/05/2024;CUST-004;NEW-PRD-FASH-001;1;-;JNT-EXP;20/05/2024;22/05/2024;SR-105;Shopee;Bank Transfer
TRX-2024-0070;20/05/2024;CUST-003;PRD-HOME-002;1;-;JNE-REG;22/05/2024;24/05/2024;SR-101;Offline Store;Bank Transfer
TRX-2024-0071;21/05/2024;CUST-003;PROD_PRD-ELEC-001;1;-;SISEPAT-BEST;22/05/2024;24/05/2024;SR-101;TikTok Shop;COD
TRX-2024-0072;23/05/2024; CUST-003 ;PRD-BEAU-001;1;FLAT50K;SISEPAT-BEST;25/05/2024;28/05/2024;SR-101;Offline Store;COD
TRX-2024-0073;25/05/2024;CUST-008;PRD-ELEC-005;4;DISC20MAX30K;JNT-REG;26/05/2024;28/05/2024;SR-105;Offline Store;Credit Card
TRX-2024-0074;28/05/2024;CUST-002;NEW-PRD-ELEC-003-2024;5;DISC10;SISEPAT-GOKIL;31/05/2024;03/06/2024;SR-102;Tokopedia;COD
TRX-2024-0075;30/05/2024;CUST-005;NEW-PRD-ELEC-001;3;-;SISEPAT-GOKIL;02/06/2024;07/06/2024;SR-104;Tokopedia;E-Wallet
TRX-2024-0076;31/05/2024; CUST-004 ;OLD_PRD-FASH-002;2;-;JNT-EXP;01/06/2024;07/06/2024;SR-102;Website;E-Wallet
TRX-2024-0077;03/06/2024;CUST-005;PRD-HOME-001;3;FREESHIP;JNE-YES;06/06/2024;10/06/2024;SR-101;TikTok Shop;Bank Transfer
TRX-2024-0078;04/06/2024;CUST-008;OLD_PRD-FASH-003;1;FREESHIP;JNT-EXP;05/06/2024;10/06/2024;SR-103;Offline Store;Bank Transfer
TRX-2024-0079;07/06/2024;CUST-010;OLD_PRD-HOME-001;3;-;JNE-YES;08/06/2024;12/06/2024;SR-101;Shopee;COD
TRX-2024-0080;09/06/2024; CUST-007 ;PRD-HOME-002;1;FREESHIP;SISEPAT-GOKIL;10/06/2024;16/06/2024;SR-103;TikTok Shop;Bank Transfer
TRX-2024-0081;11/06/2024;CUST-003;PRD-FASH-001;4;DISC20MAX30K;JNT-EXP;12/06/2024;14/06/2024;SR-104;Offline Store;Credit Card
TRX-2024-0082;13/06/2024;CUST-006;PRD-ELEC-002;5;-;JNT-EXP;14/06/2024;18/06/2024;SR-101;Offline Store;COD
TRX-2024-0083;14/06/2024;CUST-006;PRD-HOME-001;4;-;JNE-YES;16/06/2024;21/06/2024;SR-101;Shopee;Bank Transfer
TRX-2024-0084;16/06/2024; CUST-008 ;OLD_PRD-ELEC-002;5;-;SISEPAT-BEST;18/06/2024;19/06/2024;SR-102;Shopee;Bank Transfer
TRX-2024-0085;19/06/2024;CUST-004;OLD_PRD-BEAU-002;1;-;JNE-REG;21/06/2024;24/06/2024;SR-102;TikTok Shop;Bank Transfer
TRX-2024-0086;20/06/2024;CUST-004;PRD-FASH-003-2024;4;FLAT50K;JNE-YES;22/06/2024;24/06/2024;SR-105;Offline Store;E-Wallet
TRX-2024-0087;23/06/2024;CUST-009;PRD-ELEC-005-v1;3;-;JNT-REG;25/06/2024;29/06/2024;SR-103;Offline Store;PayLater
TRX-2024-0088;24/06/2024; CUST-008 ;PROD_PRD-FASH-001;5;FREESHIP;SISEPAT-BEST;26/06/2024;28/06/2024;SR-104;Website;E-Wallet
TRX-2024-0089;27/06/2024;CUST-007;PROD_PRD-ELEC-001;4;-;JNT-EXP;28/06/2024;02/07/2024;SR-104;TikTok Shop;E-Wallet
TRX-2024-0090;28/06/2024;CUST-010;PRD-FASH-001-v1;4;DISC10;JNE-REG;29/06/2024;30/06/2024;SR-105;TikTok Shop;Credit Card
TRX-2024-0091;01/07/2024;CUST-008;PROD_PRD-BEAU-001;5;-;JNE-YES;03/07/2024;09/07/2024;SR-104;Tokopedia;Bank Transfer
TRX-2024-0092;03/07/2024; CUST-009 ;PRD-ELEC-001-v1;2;-;JNT-EXP;04/07/2024;07/07/2024;SR-103;Shopee;Credit Card
TRX-2024-0093;05/07/2024;CUST-003;PROD_PRD-HOME-003-v1;1;DISC20MAX30K;JNE-REG;06/07/2024;08/07/2024;SR-101;Website;Bank Transfer
TRX-2024-0094;07/07/2024;CUST-009;PRD-FASH-002;2;FLAT50K;SISEPAT-BEST;08/07/2024;11/07/2024;SR-102;Tokopedia;PayLater
TRX-2024-0095;09/07/2024;CUST-010;NEW-PRD-ELEC-003;3;FREESHIP;SISEPAT-GOKIL;12/07/2024;14/07/2024;SR-103;Tokopedia;COD
TRX-2024-0096;11/07/2024; CUST-002 ;PROD_PRD-FASH-003;3;-;JNT-REG;13/07/2024;19/07/2024;SR-104;Website;COD
TRX-2024-0097;12/07/2024;CUST-008;NEW-PRD-ELEC-002;5;DISC20MAX30K;SISEPAT-GOKIL;14/07/2024;16/07/2024;SR-105;Website;Bank Transfer
TRX-2024-0098;15/07/2024;CUST-001;PRD-HOME-001;1;-;JNT-REG;16/07/2024;20/07/2024;SR-104;Website;E-Wallet
TRX-2024-0099;17/07/2024;CUST-005;PRD-HOME-002;2;-;JNT-EXP;20/07/2024;22/07/2024;SR-101;Tokopedia;Bank Transfer
TRX-2024-0100;19/07/2024; CUST-003 ;PROD_PRD-ELEC-002;4;FLAT50K;SISEPAT-BEST;22/07/2024;24/07/2024;SR-102;Shopee;PayLater
